customer_id,full_name,birth_date,gender,marital_status,occupation,education_level,income_range,religion,country,province,city,area_type,climate_zone,lifestyle_segment,interests,personal_values,brand_loyalty_score,purchase_frequency,last_purchase_date,avg_order_value,total_orders,preferred_channel,benefits_sought,feedback_score,age,generasi
CUST0504,D** Y**** R****** M***,2/28/1997,Female,Single,"Teacher, special educational needs",S2,>10M,Kristen,Indonesia,Jambi,Makassar,Urban,Tropis,Eco-conscious,"['Parenting', 'Cooking']","['Freedom', 'Minimalism']",9,Medium,2025-09-03,"2,384,576",6,App,['Hemat'],1,28,Millennial
CUST0505,S**** P**** S****** M***,8/30/2003,Female,Single,Psychiatrist,SMA,<5M,Budha,Indonesia,Sulawesi Utara,Metro,Rural,Tropis,Family-oriented,"['Travel', 'Fitness']","['Efficiency', 'Prestige']",8,Light,2026-01-07,"669,749",20,Website,['Ramah Lingkungan'],2,22,Gen Z
CUST0506,B****** W*****,1/3/2000,Male,Married,English as a second language teacher,S1,>10M,Islam,Indonesia,Jambi,Pariaman,Suburban,Tropis,Luxury seeker,"['Travel', 'Fitness']","['Sustainability', 'Community']",2,Non-user,2025-11-25,"2,336,198",3,App,['Kualitas'],3,26,Gen Z
CUST0507,P**** N******,11/24/2003,Female,Single,Acupuncturist,SMA,<5M,Hindu,Indonesia,Sulawesi Barat,Lubuklinggau,Suburban,Tropis,Family-oriented,"['Travel', 'Fitness']","['Family-first', 'Security']",1,Non-user,2025-11-30,"415,546",20,App,['Kualitas'],4,22,Gen Z
CUST0508,S***** S******,12/31/1988,Female,Married,Call centre manager,D3,5-10M,Kristen,Indonesia,DKI Jakarta,Kotamobagu,Suburban,Tropis,Luxury seeker,"['Travel', 'Fitness']","['Sustainability', 'Community']",6,Light,2025-11-01,"1,338,800",19,App,['Kualitas'],5,37,Millennial
CUST0509,T****** P******,2/11/1986,Female,Single,Geophysical data processor,SMA,<5M,Budha,Indonesia,Nusa Tenggara Timur,Lubuklinggau,Urban,Tropis,Luxury seeker,"['Interior', 'Eco Living']","['Sustainability', 'Community']",4,Heavy,2025-08-21,"986,964",7,App,['Kualitas'],3,39,Millennial
CUST0510,O*** P******,6/5/2005,Female,Single,Geochemist,SMA,5-10M,Katolik,Indonesia,Kalimantan Selatan,Payakumbuh,Rural,Dingin,Family-oriented,"['Parenting', 'Cooking']","['Family-first', 'Security']",9,Non-user,2025-08-26,"2,325,283",8,Website,['Kualitas'],3,20,Gen Z
CUST0511,P****** K********,11/3/1987,Female,Married,Communications engineer,D3,<5M,Kristen,Indonesia,Nusa Tenggara Timur,Kota Administrasi Jakarta Barat,Rural,Dingin,Family-oriented,"['Parenting', 'Cooking']","['Family-first', 'Security']",10,Light,2026-01-11,"2,085,757",19,App,"['Estetika', 'Fungsi']",4,38,Millennial
CUST0512,D** Y**** G******* M*****,9/17/1982,Male,Married,Meteorologist,S1,>10M,Islam,Indonesia,Aceh,Singkawang,Suburban,Tropis,Eco-conscious,"['Interior', 'Eco Living']","['Family-first', 'Security']",5,Light,2025-11-14,"1,146,190",3,Website,['Ramah Lingkungan'],4,43,Gen X
CUST0513,E***** M*****,10/9/1990,Male,Single,Health service manager,SMA,5-10M,Kristen,Indonesia,Kepulauan Riau,Samarinda,Rural,Dingin,Minimalist,"['Finance', 'Tech']","['Freedom', 'Minimalism']",2,Heavy,2025-10-02,"966,826",0,Offline,['Kualitas'],4,35,Millennial
CUST0514,d** J*** N****** S***,8/7/1987,Female,Single,Retail buyer,S2,<5M,Katolik,Indonesia,Sumatera Utara,Banjarbaru,Rural,Tropis,Luxury seeker,"['Travel', 'Fitness']","['Freedom', 'Minimalism']",10,Heavy,2025-09-22,"1,541,384",20,Social Media,"['Estetika', 'Fungsi']",3,38,Millennial
CUST0515,P**** H******** S****,6/8/1993,Female,Single,Actuary,SMA,<5M,Hindu,Indonesia,Jambi,Palu,Suburban,Tropis,Minimalist,"['Parenting', 'Cooking']","['Sustainability', 'Community']",2,Non-user,2025-07-19,"635,064",10,Social Media,['Kualitas'],5,32,Millennial
CUST0516,K**** S*******,12/23/2002,Male,Single,Futures trader,SMA,5-10M,Hindu,Indonesia,Gorontalo,Metro,Suburban,Tropis,Family-oriented,"['Travel', 'Fitness']","['Sustainability', 'Community']",6,Heavy,2025-08-22,"406,272",3,Social Media,['Ramah Lingkungan'],3,23,Gen Z
CUST0517,R**** S******,9/15/1998,Female,Married,Medical secretary,SMA,5-10M,Budha,Indonesia,Kepulauan Riau,Kendari,Suburban,Dingin,Eco-conscious,"['Parenting', 'Cooking']","['Freedom', 'Minimalism']",8,Non-user,2025-08-21,"2,159,513",3,Offline,['Hemat'],1,27,Millennial
CUST0518,U** W******** S******,1/4/1997,Male,Single,Oncologist,D3,<5M,Islam,Indonesia,Sulawesi Barat,Gorontalo,Suburban,Dingin,Luxury seeker,"['Finance', 'Tech']","['Sustainability', 'Community']",4,Light,2025-09-09,"2,086,332",17,App,['Hemat'],3,29,Millennial
CUST0519,H** G******** J*****,5/18/1995,Male,Single,Geophysicist/field seismologist,S1,<5M,Islam,Indonesia,Jawa Barat,Samarinda,Suburban,Dingin,Family-oriented,"['Interior', 'Eco Living']","['Efficiency', 'Prestige']",3,Non-user,2025-12-20,"519,778",10,Website,"['Estetika', 'Fungsi']",4,30,Millennial
CUST0520,R****** M******,1/24/1988,Male,Single,Public librarian,S2,>10M,Hindu,Indonesia,Kalimantan Selatan,Metro,Suburban,Dingin,Family-oriented,"['Finance', 'Tech']","['Sustainability', 'Community']",5,Light,2025-12-20,"1,850,608",11,Website,['Kualitas'],1,37,Millennial
CUST0521,T****** U*****,5/16/1980,Male,Single,"Scientist, forensic",D3,5-10M,Islam,Indonesia,Sumatera Barat,Padangpanjang,Rural,Tropis,Family-oriented,"['Parenting', 'Cooking']","['Efficiency', 'Prestige']",8,Heavy,2025-10-28,"1,016,013",18,Offline,['Ramah Lingkungan'],4,45,Gen X
CUST0522,P**** P********,7/22/2004,Male,Single,Art gallery manager,D3,>10M,Kristen,Indonesia,Maluku,Pasuruan,Suburban,Dingin,Family-oriented,"['Finance', 'Tech']","['Family-first', 'Security']",4,Heavy,2025-10-02,"875,136",5,Offline,['Hemat'],2,21,Gen Z
CUST0523,T*** N***** U****** S***,5/30/1983,Female,Single,"Production assistant, television",D3,<5M,Islam,Indonesia,Kalimantan Tengah,Banjarmasin,Suburban,Tropis,Minimalist,"['Travel', 'Fitness']","['Family-first', 'Security']",9,Non-user,2025-12-08,"1,041,903",3,App,['Ramah Lingkungan'],4,42,Millennial
CUST0524,D** W**** R*****,6/5/1991,Male,Married,Local government officer,S2,<5M,Budha,Indonesia,Papua,Mataram,Suburban,Tropis,Family-oriented,"['Interior', 'Eco Living']","['Freedom', 'Minimalism']",2,Heavy,2025-07-20,"1,709,399",23,Social Media,['Kualitas'],3,34,Millennial
CUST0525,I** S***** Y*******,1/19/1994,Male,Single,Solicitor,S1,5-10M,Budha,Indonesia,Kalimantan Selatan,Malang,Rural,Dingin,Family-oriented,"['Travel', 'Fitness']","['Sustainability', 'Community']",4,Heavy,2025-08-19,"744,054",1,App,['Ramah Lingkungan'],2,32,Millennial
CUST0526,V**** H*******,9/21/1989,Male,Single,Careers information officer,S1,>10M,Kristen,Indonesia,Sumatera Selatan,Madiun,Rural,Dingin,Family-oriented,"['Parenting', 'Cooking']","['Sustainability', 'Community']",4,Light,2025-09-28,"1,364,136",5,Website,['Ramah Lingkungan'],3,36,Millennial
CUST0527,R* S*** S****** S*****,12/2/2000,Female,Single,Video editor,SMA,>10M,Kristen,Indonesia,Jawa Tengah,Pangkalpinang,Rural,Dingin,Minimalist,"['Finance', 'Tech']","['Efficiency', 'Prestige']",6,Heavy,2025-11-05,"624,952",10,Social Media,['Kualitas'],1,25,Gen Z
CUST0528,G******** S*******,10/24/1993,Female,Married,Investment analyst,SMA,5-10M,Kristen,Indonesia,Jawa Timur,Bau-Bau,Suburban,Tropis,Luxury seeker,"['Travel', 'Fitness']","['Freedom', 'Minimalism']",8,Heavy,2025-11-20,"1,348,692",7,Social Media,['Hemat'],1,32,Millennial
CUST0529,M******* T********,12/14/1989,Male,Married,Theatre manager,D3,>10M,Budha,Indonesia,Riau,Sibolga,Rural,Tropis,Luxury seeker,"['Travel', 'Fitness']","['Sustainability', 'Community']",5,Light,2025-10-26,"1,268,387",23,Offline,['Ramah Lingkungan'],4,36,Millennial
CUST0530,C** D*** P******* S***,5/12/1995,Female,Married,Cartographer,SMA,5-10M,Katolik,Indonesia,Kalimantan Barat,Cimahi,Suburban,Dingin,Family-oriented,"['Travel', 'Fitness']","['Freedom', 'Minimalism']",9,Heavy,2025-08-26,"582,776",13,Website,['Kualitas'],3,30,Millennial
CUST0531,W***** K********,9/20/1985,Female,Single,Sports therapist,S2,<5M,Katolik,Indonesia,Gorontalo,Bima,Urban,Tropis,Luxury seeker,"['Parenting', 'Cooking']","['Sustainability', 'Community']",5,Non-user,2025-07-27,"2,471,496",16,Website,['Ramah Lingkungan'],3,40,Millennial
CUST0532,E*** S******,12/8/1980,Female,Married,"Designer, furniture",S1,5-10M,Katolik,Indonesia,DKI Jakarta,Pontianak,Urban,Tropis,Minimalist,"['Travel', 'Fitness']","['Family-first', 'Security']",8,Light,2025-08-02,"898,919",0,Social Media,['Kualitas'],4,45,Gen X
CUST0533,O*** S******,4/27/2002,Male,Married,Probation officer,D3,>10M,Katolik,Indonesia,Kalimantan Timur,Lhokseumawe,Suburban,Dingin,Eco-conscious,"['Interior', 'Eco Living']","['Sustainability', 'Community']",8,Heavy,2025-11-15,"738,982",18,App,['Hemat'],4,23,Gen Z
CUST0534,A*** W********,5/4/1984,Female,Married,Marketing executive,S1,<5M,Islam,Indonesia,Jawa Timur,Pontianak,Urban,Dingin,Luxury seeker,"['Interior', 'Eco Living']","['Freedom', 'Minimalism']",9,Medium,2025-12-31,"2,395,792",22,Offline,['Kualitas'],2,41,Millennial
CUST0535,d*** C**** N*****,2/8/1991,Female,Single,"Editor, film/video",S1,>10M,Kristen,Indonesia,Kepulauan Riau,Pangkalpinang,Urban,Dingin,Minimalist,"['Finance', 'Tech']","['Family-first', 'Security']",7,Non-user,2025-11-08,"2,425,540",3,Offline,['Ramah Lingkungan'],5,34,Millennial
CUST0536,I** M**** N*******,5/16/2000,Female,Married,Insurance claims handler,S1,<5M,Budha,Indonesia,Sulawesi Selatan,Sorong,Urban,Tropis,Minimalist,"['Finance', 'Tech']","['Family-first', 'Security']",9,Medium,2026-01-09,"927,390",2,Offline,"['Estetika', 'Fungsi']",5,25,Gen Z
CUST0537,R* I**** S******* S******,11/8/1991,Male,Married,Passenger transport manager,SMA,5-10M,Kristen,Indonesia,Kalimantan Timur,Probolinggo,Rural,Dingin,Minimalist,"['Interior', 'Eco Living']","['Family-first', 'Security']",6,Non-user,2025-09-05,"1,299,743",13,Social Media,['Hemat'],5,34,Millennial
CUST0538,K** S***** M*****,5/4/1985,Male,Single,Local government officer,D3,5-10M,Budha,Indonesia,Aceh,Balikpapan,Suburban,Tropis,Minimalist,"['Finance', 'Tech']","['Freedom', 'Minimalism']",1,Non-user,2025-09-10,"533,356",21,App,"['Estetika', 'Fungsi']",5,40,Millennial
CUST0539,d*** E** A********** S*****,1/2/1996,Female,Single,"Horticulturist, commercial",SMA,<5M,Katolik,Indonesia,Sumatera Barat,Tanjungbalai,Rural,Tropis,Minimalist,"['Travel', 'Fitness']","['Freedom', 'Minimalism']",10,Non-user,2025-11-09,"1,803,834",1,App,['Hemat'],2,30,Millennial
CUST0540,H***** P*******,11/28/1987,Male,Married,Press sub,D3,>10M,Kristen,Indonesia,Papua,Purwokerto,Rural,Tropis,Minimalist,"['Interior', 'Eco Living']","['Sustainability', 'Community']",8,Medium,2025-10-01,"508,095",0,Website,['Hemat'],5,38,Millennial
CUST0541,d*** G***** S******* S***,7/17/1988,Male,Single,"Pharmacist, hospital",SMA,<5M,Hindu,Indonesia,Papua Barat,Tasikmalaya,Urban,Dingin,Family-oriented,"['Travel', 'Fitness']","['Sustainability', 'Community']",5,Non-user,2025-11-15,"1,338,369",5,Website,['Ramah Lingkungan'],5,37,Millennial
CUST0542,F******* H******,3/11/1988,Female,Single,"Education officer, environmental",S2,>10M,Kristen,Indonesia,Kepulauan Riau,Kotamobagu,Rural,Tropis,Luxury seeker,"['Finance', 'Tech']","['Efficiency', 'Prestige']",3,Medium,2025-08-12,"1,321,356",9,Offline,['Hemat'],5,37,Millennial
CUST0543,D** H****** O********,11/22/1989,Female,Married,Regulatory affairs officer,S2,5-10M,Hindu,Indonesia,Sulawesi Tenggara,Subulussalam,Rural,Tropis,Family-oriented,"['Parenting', 'Cooking']","['Family-first', 'Security']",3,Heavy,2025-08-22,"887,700",3,Social Media,['Hemat'],5,36,Millennial
CUST0544,D** C****** J******,12/13/1990,Female,Married,Herbalist,SMA,<5M,Katolik,Indonesia,Bengkulu,Bukittinggi,Urban,Dingin,Family-oriented,"['Interior', 'Eco Living']","['Sustainability', 'Community']",3,Light,2025-09-07,"1,376,436",16,Website,['Ramah Lingkungan'],5,35,Millennial
CUST0545,B****** M******,4/17/1984,Female,Single,"Administrator, local government",D3,>10M,Kristen,Indonesia,Aceh,Tegal,Suburban,Dingin,Family-oriented,"['Finance', 'Tech']","['Freedom', 'Minimalism']",5,Non-user,2025-10-20,"403,473",20,Social Media,"['Estetika', 'Fungsi']",4,41,Millennial
CUST0546,K** J**** W******** M***,6/7/1987,Male,Married,Ambulance person,D3,>10M,Katolik,Indonesia,Maluku,Padangpanjang,Rural,Dingin,Family-oriented,"['Travel', 'Fitness']","['Sustainability', 'Community']",1,Medium,2025-09-19,"771,335",21,App,"['Estetika', 'Fungsi']",4,38,Millennial
CUST0547,d** B**** P******** M*****,10/8/1982,Female,Single,"Education officer, community",SMA,<5M,Kristen,Indonesia,Kepulauan Riau,Banjarmasin,Rural,Dingin,Family-oriented,"['Travel', 'Fitness']","['Sustainability', 'Community']",10,Light,2025-08-23,"507,566",23,App,"['Estetika', 'Fungsi']",3,43,Gen X
CUST0548,H* D***** W******* M***,7/19/1988,Male,Married,Firefighter,SMA,<5M,Hindu,Indonesia,Jambi,Balikpapan,Suburban,Tropis,Luxury seeker,"['Finance', 'Tech']","['Freedom', 'Minimalism']",8,Non-user,2025-12-07,"1,777,410",7,Website,['Kualitas'],4,37,Millennial
CUST0549,I** D******** K********,3/7/1981,Male,Single,Neurosurgeon,SMA,<5M,Kristen,Indonesia,Gorontalo,Palu,Urban,Tropis,Eco-conscious,"['Interior', 'Eco Living']","['Family-first', 'Security']",10,Heavy,2025-11-26,"1,016,600",21,Social Media,['Kualitas'],2,44,Gen X
CUST0550,P** N********** S***,8/29/1990,Female,Married,Forensic scientist,S1,>10M,Budha,Indonesia,Banten,Cilegon,Rural,Tropis,Eco-conscious,"['Parenting', 'Cooking']","['Family-first', 'Security']",7,Heavy,2025-10-18,"1,530,593",4,Offline,['Hemat'],1,35,Millennial
CUST0551,S*** W*********,10/7/2001,Female,Single,Engineering geologist,S1,<5M,Islam,Indonesia,Papua,Dumai,Urban,Dingin,Minimalist,"['Parenting', 'Cooking']","['Freedom', 'Minimalism']",2,Medium,2025-08-07,"2,428,258",2,Website,['Ramah Lingkungan'],4,24,Gen Z
CUST0552,P*** S********,1/26/1988,Male,Single,Television/film/video producer,S2,>10M,Katolik,Indonesia,Aceh,Madiun,Rural,Tropis,Eco-conscious,"['Interior', 'Eco Living']","['Family-first', 'Security']",5,Medium,2025-08-09,"1,002,718",24,App,['Kualitas'],2,37,Millennial
CUST0553,D** S****** R******,7/4/1993,Female,Single,"Designer, fashion/clothing",D3,>10M,Hindu,Indonesia,Banten,Balikpapan,Urban,Tropis,Minimalist,"['Travel', 'Fitness']","['Family-first', 'Security']",10,Heavy,2025-09-27,"2,246,917",15,Website,['Ramah Lingkungan'],1,32,Millennial
CUST0554,M***** S******,2/1/1983,Male,Married,Lexicographer,D3,<5M,Katolik,Indonesia,Sumatera Barat,Cilegon,Suburban,Dingin,Minimalist,"['Finance', 'Tech']","['Sustainability', 'Community']",1,Heavy,2026-01-13,"1,990,630",25,Website,"['Estetika', 'Fungsi']",1,42,Millennial
CUST0555,C***** N******* S***,11/19/2005,Female,Married,Comptroller,S2,<5M,Kristen,Indonesia,Nusa Tenggara Timur,Banjarmasin,Suburban,Dingin,Luxury seeker,"['Travel', 'Fitness']","['Family-first', 'Security']",2,Light,2025-10-19,"1,041,525",10,Social Media,['Hemat'],2,20,Gen Z
CUST0556,d*** O**** N******* S****,12/16/1987,Male,Single,Multimedia programmer,D3,<5M,Hindu,Indonesia,Nusa Tenggara Timur,Sabang,Rural,Tropis,Eco-conscious,"['Finance', 'Tech']","['Sustainability', 'Community']",2,Heavy,2025-09-24,"535,111",5,Offline,['Hemat'],3,38,Millennial
CUST0557,T**** F*****,9/8/2004,Female,Single,"Surveyor, land/geomatics",S1,>10M,Kristen,Indonesia,Banten,Kota Administrasi Jakarta Pusat,Rural,Dingin,Family-oriented,"['Travel', 'Fitness']","['Sustainability', 'Community']",2,Light,2025-09-12,"2,361,333",6,Social Media,['Ramah Lingkungan'],2,21,Gen Z
CUST0558,T*** G**** H******,7/4/1998,Female,Married,Haematologist,S1,>10M,Budha,Indonesia,Kalimantan Barat,Depok,Suburban,Tropis,Minimalist,"['Interior', 'Eco Living']","['Sustainability', 'Community']",1,Light,2026-01-01,"2,275,957",22,Social Media,['Ramah Lingkungan'],1,27,Millennial
CUST0559,I**** S********,5/30/2000,Male,Single,General practice doctor,S1,<5M,Budha,Indonesia,Sumatera Utara,Batam,Urban,Tropis,Minimalist,"['Finance', 'Tech']","['Sustainability', 'Community']",4,Non-user,2025-10-30,"1,712,293",14,App,['Hemat'],4,25,Gen Z
CUST0560,U***** N**********,7/13/1992,Male,Married,Advertising account executive,S2,5-10M,Katolik,Indonesia,Sumatera Selatan,Ambon,Urban,Tropis,Minimalist,"['Parenting', 'Cooking']","['Family-first', 'Security']",1,Non-user,2025-11-14,"1,115,492",1,Website,['Kualitas'],4,33,Millennial
CUST0561,K***** W******** S****,6/5/1992,Male,Married,"Scientist, research (physical sciences)",SMA,>10M,Katolik,Indonesia,DI Yogyakarta,Madiun,Urban,Dingin,Eco-conscious,"['Interior', 'Eco Living']","['Freedom', 'Minimalism']",10,Medium,2025-11-26,"1,953,817",10,Social Media,"['Estetika', 'Fungsi']",1,33,Millennial
CUST0562,L**** Y*****,12/20/1996,Male,Married,IT technical support officer,S1,>10M,Budha,Indonesia,Lampung,Singkawang,Suburban,Dingin,Minimalist,"['Finance', 'Tech']","['Family-first', 'Security']",8,Medium,2025-08-07,"546,714",0,Offline,['Ramah Lingkungan'],1,29,Millennial
CUST0563,T***** F*********,4/26/1983,Male,Married,"Engineer, drilling",S1,>10M,Budha,Indonesia,Jawa Barat,Banjar,Suburban,Tropis,Minimalist,"['Interior', 'Eco Living']","['Freedom', 'Minimalism']",5,Heavy,2025-08-06,"529,689",18,Offline,['Ramah Lingkungan'],2,42,Millennial
CUST0564,H** Z******* W*******,7/21/1996,Female,Single,Recruitment consultant,S2,5-10M,Islam,Indonesia,Banten,Bengkulu,Suburban,Tropis,Minimalist,"['Parenting', 'Cooking']","['Efficiency', 'Prestige']",7,Heavy,2025-10-27,"1,554,033",2,Offline,['Ramah Lingkungan'],1,29,Millennial
CUST0565,L**** H********,4/9/2001,Female,Married,"Administrator, Civil Service",S1,<5M,Katolik,Indonesia,Papua,Banjarbaru,Suburban,Tropis,Luxury seeker,"['Finance', 'Tech']","['Efficiency', 'Prestige']",10,Heavy,2026-01-13,"773,513",20,App,['Kualitas'],5,24,Gen Z
CUST0566,I** A***** T********* M***,2/22/1987,Female,Married,Pathologist,SMA,>10M,Budha,Indonesia,Sulawesi Tenggara,Bau-Bau,Rural,Tropis,Eco-conscious,"['Interior', 'Eco Living']","['Freedom', 'Minimalism']",1,Light,2025-12-23,"1,465,993",1,Website,['Ramah Lingkungan'],1,38,Millennial
CUST0567,D** O**** H********,8/6/1992,Male,Married,Industrial buyer,SMA,>10M,Budha,Indonesia,Kepulauan Riau,Singkawang,Urban,Tropis,Luxury seeker,"['Interior', 'Eco Living']","['Freedom', 'Minimalism']",7,Heavy,2025-08-01,"1,694,246",9,Website,['Hemat'],3,33,Millennial
CUST0568,d** D**** N******,5/22/1987,Female,Married,Secondary school teacher,S1,5-10M,Hindu,Indonesia,Kalimantan Timur,Bengkulu,Suburban,Tropis,Luxury seeker,"['Interior', 'Eco Living']","['Sustainability', 'Community']",5,Medium,2025-11-21,"2,301,713",0,App,['Kualitas'],3,38,Millennial
CUST0569,C*** U******* M*****,7/3/1988,Female,Married,Materials engineer,SMA,<5M,Kristen,Indonesia,Sulawesi Barat,Sabang,Suburban,Tropis,Eco-conscious,"['Finance', 'Tech']","['Family-first', 'Security']",9,Heavy,2025-11-24,"2,157,089",16,App,"['Estetika', 'Fungsi']",5,37,Millennial
CUST0570,R*** K******* W****** M****,8/25/1995,Female,Married,Leisure centre manager,D3,5-10M,Budha,Indonesia,Jawa Timur,Bima,Suburban,Tropis,Minimalist,"['Finance', 'Tech']","['Freedom', 'Minimalism']",4,Non-user,2025-11-21,"958,337",3,Website,"['Estetika', 'Fungsi']",4,30,Millennial
CUST0571,T*** S**** W*******,6/3/1985,Female,Married,Passenger transport manager,SMA,<5M,Katolik,Indonesia,Maluku Utara,Manado,Rural,Dingin,Luxury seeker,"['Parenting', 'Cooking']","['Family-first', 'Security']",4,Medium,2025-12-12,"2,332,863",7,Social Media,['Kualitas'],5,40,Millennial
CUST0572,R*** P**** P*******,8/2/2001,Female,Married,"Engineer, site",S1,5-10M,Islam,Indonesia,Maluku Utara,Tebingtinggi,Urban,Dingin,Family-oriented,"['Finance', 'Tech']","['Family-first', 'Security']",4,Medium,2025-09-27,"2,221,913",0,Website,['Hemat'],4,24,Gen Z
CUST0573,L*** A*********,10/6/1998,Female,Married,Animal nutritionist,SMA,>10M,Kristen,Indonesia,Sulawesi Tengah,Mataram,Urban,Dingin,Eco-conscious,"['Finance', 'Tech']","['Sustainability', 'Community']",3,Non-user,2025-09-10,"2,284,586",11,Website,"['Estetika', 'Fungsi']",5,27,Millennial
CUST0574,A**** S********,4/23/2000,Male,Married,Environmental education officer,SMA,>10M,Katolik,Indonesia,Jawa Barat,Pematangsiantar,Suburban,Tropis,Eco-conscious,"['Travel', 'Fitness']","['Freedom', 'Minimalism']",8,Non-user,2025-08-27,"1,669,372",23,Social Media,['Ramah Lingkungan'],4,25,Gen Z
CUST0575,D** K*** P******,10/3/1990,Male,Single,"Teacher, music",SMA,>10M,Kristen,Indonesia,Kepulauan Riau,Yogyakarta,Urban,Dingin,Family-oriented,"['Parenting', 'Cooking']","['Freedom', 'Minimalism']",8,Medium,2025-08-16,"1,394,501",18,Offline,['Hemat'],2,35,Millennial
CUST0576,C**** S******,4/1/1983,Female,Married,Medical technical officer,SMA,5-10M,Budha,Indonesia,Nusa Tenggara Timur,Palu,Rural,Dingin,Minimalist,"['Interior', 'Eco Living']","['Family-first', 'Security']",6,Medium,2026-01-05,"2,395,406",1,Website,"['Estetika', 'Fungsi']",5,42,Millennial
CUST0577,T* B****** P******* S****,11/6/1999,Female,Married,"Teacher, adult education",SMA,>10M,Katolik,Indonesia,Kepulauan Bangka Belitung,Kediri,Suburban,Tropis,Eco-conscious,"['Interior', 'Eco Living']","['Freedom', 'Minimalism']",8,Non-user,2026-01-11,"753,175",5,Offline,['Ramah Lingkungan'],5,26,Gen Z
CUST0578,d*** C**** L******* M*****,6/10/1987,Male,Married,Chief of Staff,D3,<5M,Islam,Indonesia,Maluku Utara,Tebingtinggi,Urban,Tropis,Eco-conscious,"['Travel', 'Fitness']","['Efficiency', 'Prestige']",1,Non-user,2025-11-09,"2,123,135",0,Offline,['Kualitas'],3,38,Millennial
CUST0579,P****** H****,11/22/2001,Female,Married,"Lecturer, higher education",D3,>10M,Hindu,Indonesia,Papua Barat,Bandung,Suburban,Tropis,Eco-conscious,"['Parenting', 'Cooking']","['Family-first', 'Security']",8,Light,2025-09-22,"445,444",4,Offline,['Hemat'],3,24,Gen Z
CUST0580,S***** S******** S****,10/26/1994,Male,Single,Museum/gallery exhibitions officer,SMA,>10M,Katolik,Indonesia,Kalimantan Timur,Bitung,Urban,Dingin,Minimalist,"['Parenting', 'Cooking']","['Sustainability', 'Community']",6,Heavy,2025-07-27,"1,225,100",22,Offline,['Kualitas'],5,31,Millennial
CUST0581,O***** P*******,5/30/1990,Male,Single,"Designer, ceramics/pottery",D3,>10M,Kristen,Indonesia,Jawa Tengah,Lubuklinggau,Rural,Dingin,Luxury seeker,"['Finance', 'Tech']","['Freedom', 'Minimalism']",8,Medium,2025-07-26,"1,340,141",5,Social Media,['Ramah Lingkungan'],2,35,Millennial
CUST0582,D***** A*****,12/17/2002,Male,Single,Horticultural consultant,D3,>10M,Islam,Indonesia,Sumatera Selatan,Palopo,Suburban,Tropis,Family-oriented,"['Finance', 'Tech']","['Efficiency', 'Prestige']",1,Non-user,2025-12-16,"1,797,959",19,Social Media,['Kualitas'],3,23,Gen Z
CUST0583,J****** P******,6/16/1993,Female,Single,Artist,S1,>10M,Kristen,Indonesia,Nusa Tenggara Barat,Blitar,Suburban,Dingin,Family-oriented,"['Parenting', 'Cooking']","['Freedom', 'Minimalism']",9,Non-user,2025-10-31,"914,689",7,App,['Ramah Lingkungan'],4,32,Millennial
CUST0584,d** P******* M******,8/15/1993,Female,Single,Control and instrumentation engineer,S2,5-10M,Islam,Indonesia,Riau,Bau-Bau,Urban,Dingin,Minimalist,"['Travel', 'Fitness']","['Freedom', 'Minimalism']",7,Medium,2025-10-18,"1,990,784",15,Social Media,"['Estetika', 'Fungsi']",2,32,Millennial
CUST0585,K***** N********** M***,1/26/1999,Male,Married,Warden/ranger,D3,5-10M,Hindu,Indonesia,Riau,Pasuruan,Urban,Dingin,Minimalist,"['Interior', 'Eco Living']","['Family-first', 'Security']",7,Non-user,2025-12-06,"1,206,698",8,App,['Ramah Lingkungan'],4,26,Gen Z
CUST0586,V**** A*****,11/17/1997,Male,Single,Jewellery designer,S1,5-10M,Hindu,Indonesia,DI Yogyakarta,Kota Administrasi Jakarta Barat,Suburban,Tropis,Luxury seeker,"['Finance', 'Tech']","['Sustainability', 'Community']",10,Light,2025-11-26,"540,735",17,App,['Hemat'],4,28,Millennial
CUST0587,K****** T*********,8/22/1999,Male,Married,"Engineer, aeronautical",S1,>10M,Budha,Indonesia,Sulawesi Barat,Binjai,Urban,Tropis,Luxury seeker,"['Interior', 'Eco Living']","['Efficiency', 'Prestige']",3,Non-user,2025-09-17,"2,184,376",7,Offline,['Kualitas'],3,26,Gen Z
CUST0588,G*** S******,10/6/1991,Female,Single,Private music teacher,D3,5-10M,Islam,Indonesia,Maluku,Yogyakarta,Urban,Tropis,Eco-conscious,"['Parenting', 'Cooking']","['Family-first', 'Security']",1,Medium,2025-11-15,"886,952",0,Website,['Kualitas'],1,34,Millennial
CUST0589,M**** W*******,1/1/1985,Female,Single,"Designer, furniture",S2,>10M,Hindu,Indonesia,Kalimantan Timur,Banjar,Urban,Dingin,Eco-conscious,"['Travel', 'Fitness']","['Sustainability', 'Community']",9,Non-user,2025-12-11,"295,347",23,Website,['Hemat'],5,41,Millennial
CUST0590,W**** S******,10/29/2004,Female,Married,Data scientist,S1,<5M,Hindu,Indonesia,Bengkulu,Binjai,Rural,Tropis,Minimalist,"['Interior', 'Eco Living']","['Family-first', 'Security']",4,Heavy,2026-01-01,"844,607",20,Social Media,"['Estetika', 'Fungsi']",3,21,Gen Z
